		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010110111   19   18   28   23   22   27   23   26  4.323576 0.826813 SUCCESS  65
010111011   17   26   22   24   27   27   16   18  7.974395 0.435975 SUCCESS  66
010111111   24   14   14   27   28   21   23   21 11.066502 0.197959 SUCCESS  67
011000111   17   34   21   28   20   21   28   25  9.137493 0.330830 SUCCESS  68
011001111   22   15   28   23   21   28   29   14 11.135348 0.194147 SUCCESS  69
011010111   22   27   20   24   21   25   30   20  4.010460 0.856179 SUCCESS  70
011011111   27   19   25   25   29   22   27   27  3.266395 0.916545 SUCCESS  71
011101111   29   29   25   17   22   34   20   14 13.678675 0.090535 SUCCESS  72
011111111   21   30   22   24   24   21   25   18  4.314971 0.827647 SUCCESS  73
100000000   28   29   17   25   24   36   22   19 10.968529 0.203489 SUCCESS  74
100010000   22   22   26   28   23   24   21   22  1.968252 0.981970 SUCCESS  75
100100000   30   22   19   28   20   24   15   14 12.506971 0.129977 SUCCESS  76
100101000   26   28   25   28   23   20   32   22  4.817413 0.776901 SUCCESS  77
100110000   22   19   32   34   30   23   27   23  9.614119 0.293160 SUCCESS  78
100111000   32   29   30   32   18   19   36   26 15.902927 0.043791 SUCCESS  79
101000000   30   21   27   28   24   26   35   23  7.614940 0.471958 SUCCESS  80
101000100   18   28   29   34   23   21   24   23  7.748660 0.458399 SUCCESS  81
101001000   22   20   25   18   33   36   28   24 12.206432 0.142228 SUCCESS  82
101001100   31   27   31   31   22   25   21   23  6.657055 0.574045 SUCCESS  83
101010000   26   23   32   27   33   20   31   20  9.546597 0.298301 SUCCESS  84
101010100   23   36   22   16   40   22   25   21 20.078033 0.010045 SUCCESS  85
101011000   28   14   22   22   16   27   28   16 12.430843 0.132991 SUCCESS  86
101011100   18   16   28   22   25   15   24   22  9.524090 0.300028 SUCCESS  87
101100000   26   22   25   19   26   31   32   31  7.851929 0.448066 SUCCESS  88
101100100   24   19   30   23   28   20   29   24  4.926640 0.765387 SUCCESS  89
101101000   26   24   29   31   24   32   26   25  5.437688 0.709933 SUCCESS  90
101101100   20   25   25   21   34   30   19   34 11.715243 0.164368 SUCCESS  91
101110000   19   18   16   27   21   20   22   21  8.286187 0.406026 SUCCESS  92
101110100   28   34   22   16   27   25   19   20 10.043744 0.261969 SUCCESS  93
101111000   23   31   26   19   16   25   23   27  6.645801 0.575285 SUCCESS  94
101111100   24   20   25   22   23   29   22   21  2.798375 0.946366 SUCCESS  95
110000000   18   33   15   23   28   36   29   16 18.831525 0.015787 SUCCESS  96
110000010   25   33   23   34   20   22   29   25  9.114324 0.332744 SUCCESS  97
110000100   27   20   19   29   21   20   28   17  7.415684 0.492518 SUCCESS  98
110001000   26   26   26   20   23   23   25   16  4.314971 0.827647 SUCCESS  99
110001010   31   24   25   26   19   30   22   22  5.028585 0.754517 SUCCESS 100
110010000   24   25   20   24   15   18   16   22  9.557189 0.297490 SUCCESS 101
110010010   27   26   26   20   20   24   17   29  5.366194 0.717815 SUCCESS 102
110010100   28   29   16   27   27   26   29   23  6.097020 0.636365 SUCCESS 103
110011000   15   18   30   23   26   18   30   25 10.076843 0.259674 SUCCESS 104
110011010   16   24   25   21   22   27   32   30  7.807576 0.452489 SUCCESS 105
110100000   29   24   25   25   27   27   19   27  3.029406 0.932499 SUCCESS 106
110100010   23   34   30   30   25   24   24   24  6.682872 0.571202 SUCCESS 107
110100100   28   24   30   16   32   35   20   30 14.232752 0.075897 SUCCESS 108
110101000   27   22   26   28   28   19   27   25  3.275000 0.915934 SUCCESS 109
110101010   30   29   26   26   29   18   21   26  5.673353 0.683768 SUCCESS 110
110101100   30   12   15   26   19   26   33   20 16.990560 0.030208 SUCCESS 111
110110000   30   27   26   24   21   29   33   31  8.098847 0.423875 SUCCESS 112
110110010   24   24   24   19   30   23   22   19  4.145504 0.843763 SUCCESS 113
110110100   18   26   27   36   19   32   24   27 11.808582 0.159951 SUCCESS 114
110111000   20   17   20   32   25   27   20   21  8.017424 0.431770 SUCCESS 115
110111010   24   31   29   17   26   26   20   28  6.655731 0.574190 SUCCESS 116
110111100   30   25   27   14   21   21   28   27  8.027353 0.430803 SUCCESS 117
111000000   20   31   11   29   23   30   26   14 17.270577 0.027412 SUCCESS 118
111000010   23   17   26   16   28   18   29   22  8.923674 0.348776 SUCCESS 119
111000100   23   22   22   19   27   20   23   20  3.813852 0.873516 SUCCESS 120
111000110   31   18   21   25   23   23   42   25 17.392381 0.026273 SUCCESS 121
111001000   23   30   25   22   15   19   20   28  8.017424 0.431770 SUCCESS 122
111001010   17   24   25   32   17   25   23   24  7.213118 0.513823 SUCCESS 123
111001100   29   19   28   20   20   20   29   21  6.526645 0.588454 SUCCESS 124
111010000   38   24   25   22   29   32   25   23 11.547100 0.172584 SUCCESS 125
111010010   19   32   25   18   28   29   20   26  7.807576 0.452489 SUCCESS 126
111010100   34   15   22   29   23   20   26   27 10.086772 0.258988 SUCCESS 127
111010110   25   22   20   20   21   29   26   27  3.680132 0.884769 SUCCESS 128
111011000   25   31   22   24   18   27   27   29  5.317208 0.723197 SUCCESS 129
111011010   20   19   26   30   26   26   28   19  5.493957 0.703709 SUCCESS 130
111011100   18   21   20   21   26   30   20   31  7.636785 0.469729 SUCCESS 131
111100000   27   32   17   30   25   23   29   24  7.385233 0.495695 SUCCESS 132
111100010   29   25   19   16   21   24   23   21  6.203599 0.624437 SUCCESS 133
111100100   26   21   29   22   18   20   22   24  4.543354 0.805080 SUCCESS 134
111100110   22   21   29   21   26   23   31   20  4.976950 0.760037 SUCCESS 135
111101000   31   20   25   27   30   32   31   26  8.700587 0.368180 SUCCESS 136
111101010   29   25   22   26   30   22   23   24  2.927461 0.938827 SUCCESS 137
111101100   25   32   24   26   25   19   24   26  3.944262 0.862117 SUCCESS 138
111101110   20   24   33   17   27   36   21   25 12.773748 0.119875 SUCCESS 139
111110000   23   18   17   31   32   19   25   23  9.763726 0.282002 SUCCESS 140
111110010   27   21   27   25   19   24   19   20  4.373887 0.821914 SUCCESS 141
111110100   20   28   30   30   41   26   27   24 16.106817 0.040877 SUCCESS 142
111110110   25   25   19   22   27   19   25   23  3.128703 0.926023 SUCCESS 143
111111000   24   18   17   29   28   19   23   20  7.644067 0.468988 SUCCESS 144
111111010   24   29   25   20   40   30   29   24 14.284386 0.074648 SUCCESS 145
111111100   26   20   21   28   19   24   21   23  3.780753 0.876343 SUCCESS 146
111111110   21   30   22   24   24   21   25   18  4.314971 0.827647 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   19   32   25   19   34   16   24   23 11.916485 0.154969 SUCCESS   0
000000011   25   22   31   21   35   17   20   21 10.984417 0.202584 SUCCESS   1
000000101   21   27   37   23   29   29   27   16 12.655916 0.124250 SUCCESS   2
000000111   24   29   30   20   30   23   28   24  5.021303 0.755297 SUCCESS   3
000001001   27   30   30   28   29   20   24   37 11.946274 0.153617 SUCCESS   4
000001011   18   24   30   22   27   27   26   18  5.730945 0.677341 SUCCESS   5
000001101   25   23   36   26   26   29   27   34 11.107545 0.195680 SUCCESS   6
000001111   24   32   32   22   30   17   30   24 10.131125 0.255943 SUCCESS   7
000010001   27   27   20   14   32   17   26   17 13.168950 0.106167 SUCCESS   8
000010011   26   26   22   21   25   28   24   33  4.656552 0.793574 SUCCESS   9
000010101   19   25   28   23   20   23   26   18  4.628087 0.796486 SUCCESS  10
000010111   25   28   27   19   29   30   19   22  5.791185 0.670609 SUCCESS  11
000011001   22   17   23   23   25   19   18   25  5.728297 0.677636 SUCCESS  12
000011011   26   23   32   18   27   28   34   25  9.131536 0.331322 SUCCESS  13
000011101   27   19   18   19   25   24   31   26  6.467729 0.594989 SUCCESS  14
000011111   31   22   38   26   24   21   23   18 12.350081 0.136254 SUCCESS  15
000100011   19   25   24   25   25   17   29   18  6.238022 0.620589 SUCCESS  16
000100101   22   27   33   26   20   32   27   26  7.436867 0.490313 SUCCESS  17
000100111   30   19   20   26   18   29   23   34 10.112590 0.257212 SUCCESS  18
000101001   15   25   27   18   23   25   21   13 11.870808 0.157062 SUCCESS  19
000101011   24   32   22   27   22   17   36   12 17.763090 0.023074 SUCCESS  20
000101101   24   27   33   19   28   22   24   18  7.197231 0.515510 SUCCESS  21
000101111   26   24   27   26   32   30   23   19  5.605831 0.691289 SUCCESS  22
000110011   26   21   17   22   19   22   19   27  6.160570 0.629251 SUCCESS  23
000110101   23   30   28   30   26   24   17   31  7.571911 0.476362 SUCCESS  24
000110111   24   24   31   15   24   31   25   17  9.789543 0.280109 SUCCESS  25
000111001   20   27   25   25   17   29   18   22  6.331361 0.610168 SUCCESS  26
000111011   25   22   20   22   18   21   24   26  3.661596 0.886293 SUCCESS  27
000111101   30   39   25   28   29   24   36   25 17.548609 0.024877 SUCCESS  28
000111111   32   14   31   17   32   17   27   29 17.145463 0.028630 SUCCESS  29
001000011   24   25   27   23   19   21   25   25  2.146325 0.976194 SUCCESS  30
001000101   26   22   14   23   30   15   23   22 10.414452 0.237133 SUCCESS  31
001000111   19   20   21   30   19   22   25   21  5.856059 0.663352 SUCCESS  32
001001011   22   37   25   20   25   28   27   28  9.207663 0.325082 SUCCESS  33
001001101   24   21   17   17   22   33   25   25  8.543035 0.382297 SUCCESS  34
001001111   25   19   24   22   16   25   24   27  4.797554 0.778979 SUCCESS  35
001010011   17   23   25   19   31   26   22   17  8.169679 0.417073 SUCCESS  36
001010101   23   21   23   24   19   27   20   21  3.492130 0.899800 SUCCESS  37
001010111   28   28   33   19   28   26   22   15 10.112590 0.257212 SUCCESS  38
001011011   25   30   25   23   16   27   24   22  4.968345 0.760954 SUCCESS  39
001011101   30   27   20   18   30   24   29   29  7.300499 0.504585 SUCCESS  40
001011111   25   21   31   32   22   21   33   24  8.673445 0.370588 SUCCESS  41
001100101   25   31   17   20   20   26   25   20  6.763634 0.562336 SUCCESS  42
001100111   27   25   20   31   20   17   21   25  6.611378 0.579082 SUCCESS  43
001101011   26   21   39   23   28   18   17   26 14.425388 0.071330 SUCCESS  44
001101101   26   26   21   16   26   27   28   21  5.129206 0.743681 SUCCESS  45
001101111   22   19   35   26   23   25   28   20  7.816182 0.451629 SUCCESS  46
001110101   24   23   26   32   27   30   20   17  7.401120 0.494036 SUCCESS  47
001110111   24   18   15   26   17   15   25   25 11.684130 0.165863 SUCCESS  48
001111011   24   28   18   26   31   28   32   14 11.824469 0.159209 SUCCESS  49
001111101   24   26   31   33   19   22   18   22  8.552965 0.381397 SUCCESS  50
001111111   25   22   25   19   27   20   24   25  2.637514 0.955010 SUCCESS  51
010000011   33   26   19   25   23   27   22   23  5.189446 0.737149 SUCCESS  52
010000111   32   31   21   23   26   24   28   26  5.640254 0.687456 SUCCESS  53
010001011   26   19   22   24   34   18   29   28  8.680727 0.369941 SUCCESS  54
010001111   21   23   18   22   22   21   22   19  4.761807 0.782705 SUCCESS  55
010010011   25   25   20   16   22   26   22   25  4.450014 0.814413 SUCCESS  56
010010111   35   33   22   22   24   21   29   34 13.682647 0.090421 SUCCESS  57
010011011   23   25   16   21   17   23   31   21  8.313328 0.403477 SUCCESS  58
010011111   23   21   29   33   16   30   19   33 13.290755 0.102230 SUCCESS  59
010100011   20   20   22   23   25   27   21   28  3.306775 0.913658 SUCCESS  60
010100111   18   25   26   23   29   28   23   25  3.486172 0.900260 SUCCESS  61
010101011   23   18   20   31   24   22   19   21  6.457799 0.596092 SUCCESS  62
010101111   21   31   28   24   29   32   25   24  6.259205 0.618222 SUCCESS  63
010110011   27   25   27   29   20   32   24   30  6.089738 0.637180 SUCCESS  64
010110111   23   22   26   20   17   33   26   21  7.306457 0.503958 SUCCESS  65
010111011   30   22   23   21   27   21   23   23  3.086998 0.928780 SUCCESS  66
010111111   21   27   30   29   28   20   32   23  6.902650 0.547172 SUCCESS  67
011000111   30   21   24   19   23   22   24   25  3.408720 0.906157 SUCCESS  68
011001111   27   19   20   29   22   26   25   36  9.308284 0.316961 SUCCESS  69
011010111   22   22   36   29   36   14   16   36 26.061007 0.001025 FAILURE  70
011011111   18   19   26   26   28   29   27   20  5.739551 0.676380 SUCCESS  71
011101111   22   13   23   27   20   17   24   21  9.752473 0.282831 SUCCESS  72
011111111   21   20   24   29   20   18   29   30  6.993341 0.537351 SUCCESS  73
100000000   19   32   25   19   34   16   24   23 11.916485 0.154969 SUCCESS  74
100010000   31   22   24   19   25   26   26   26  3.672850 0.885369 SUCCESS  75
100100000   33   26   30   23   34   23   19   20 10.698442 0.219378 SUCCESS  76
100101000   27   26   28   33   26   28   32   32  9.633978 0.291661 SUCCESS  77
100110000   24   25   32   22   34   25   24   20  7.461360 0.487768 SUCCESS  78
100111000   27   27   12   22   15   22   25   30 12.660550 0.124075 SUCCESS  79
101000000   24   29   23   22   31   27   29   21  4.749891 0.783943 SUCCESS  80
101000100   29   19   20   39   26   27   37   21 19.596774 0.011974 SUCCESS  81
101001000   17   21   29   29   27   17   21   19  8.932280 0.348041 SUCCESS  82
101001100   20   22   24   36   33   25   20   23 10.824880 0.211821 SUCCESS  83
101010000   22   30   33   18   20   29   24   17 10.484622 0.232644 SUCCESS  84
101010100   22   25   25   30   20   26   25   25  2.562710 0.958742 SUCCESS  85
101011000   19   27   28   25   20   23   22   20  4.052165 0.852387 SUCCESS  86
101011100   23   22   34   19   27   27   18   17 10.094054 0.258487 SUCCESS  87
101100000   27   27   35   28   20   21   20   27  8.300089 0.404719 SUCCESS  88
101100100   20   27   21   30   29   23   26   24  4.020389 0.855279 SUCCESS  89
101101000   28   25   23   24   25   20   28   11  9.644570 0.290864 SUCCESS  90
101101100   25   27   14   21   25   19   28   21  7.661278 0.467237 SUCCESS  91
101110000   30   28   25   18   26   31   27   26  5.979188 0.649563 SUCCESS  92
101110100   26   26   19   23   20   25   31   25  4.231561 0.835650 SUCCESS  93
101111000   21   26   19   29   28   17   27   22  6.128795 0.632807 SUCCESS  94
101111100   26   20   23   36   30   25   28   17 10.926825 0.205880 SUCCESS  95
110000000   21   21   22   27   33   16   19   23  8.949491 0.346575 SUCCESS  96
110000010   28   37   22   18   21   19   21   18 13.203373 0.105041 SUCCESS  97
110000100   24   23   18   17   27   24   28   28  5.535661 0.699086 SUCCESS  98
110001000   21   20   25   13   23   22   23   27  7.524911 0.481196 SUCCESS  99
110001010   24   21   19   30   26   27   29   18  6.087090 0.637477 SUCCESS 100
110010000   29   26   31   21   36   18   26   22 11.130715 0.194402 SUCCESS 101
110010010   21   21   18   22   31   33   22   46 27.950959 0.000484 FAILURE 102
110010100   22   33   21   25   26   20   28   24  5.367518 0.717669 SUCCESS 103
110011000   26   34   37   19   18   31   26   20 16.486131 0.035928 SUCCESS 104
110011010   29   16   30   24   23   26   21   26  6.010963 0.646004 SUCCESS 105
110100000   33   26   19   24   23   25   31   22  6.672943 0.572295 SUCCESS 106
110100010   21   25   23   26   28   22   29   22  2.630232 0.955381 SUCCESS 107
110100100   23   26   33   21   35   22   27   18 10.842091 0.210808 SUCCESS 108
110101000   21   26   30   18   21   29   25   18  6.798057 0.558569 SUCCESS 109
110101010   22   22   22   37   25   21   24   25  7.985648 0.434873 SUCCESS 110
110101100   21   28   25   28   18   27   21   19  5.348983 0.719708 SUCCESS 111
110110000   27   28   22   21   19   20   21   25  4.128292 0.845367 SUCCESS 112
110110010   25   21   19   28   23   20   25   33  6.341291 0.609060 SUCCESS 113
110110100   26   31   20   28   28   25   21   15  8.120692 0.421770 SUCCESS 114
110111000   24   23   28   13   25   25   28   22  6.967524 0.540141 SUCCESS 115
110111010   23   17   21   37   18   26   26   17 13.889846 0.084682 SUCCESS 116
110111100   16   26   31   24   26   25   32   27  7.808900 0.452357 SUCCESS 117
111000000   19   21   30   22   28   19   29   23  6.061273 0.640368 SUCCESS 118
111000010   24   28   22   21   28   26   21   33  5.571408 0.695116 SUCCESS 119
111000100   24   18   19   26   17   33   25   25  8.568853 0.379961 SUCCESS 120
111000110   30   29   23   19   24   12   26   30 11.501423 0.174873 SUCCESS 121
111001000   30   25   26   17   23   24   23   20  4.764455 0.782429 SUCCESS 122
111001010   25   27   26   25   25   23   29   21  1.910660 0.983629 SUCCESS 123
111001100   30   29   35   22   19   30   19   26 11.139320 0.193929 SUCCESS 124
111010000   31   25   21   18   24   30   27   27  5.995075 0.647784 SUCCESS 125
111010010   29   27   34   17   29   26   25   23  8.512584 0.385064 SUCCESS 126
111010100   23   26   30   26   24   28   22   25  2.444878 0.964252 SUCCESS 127
111010110   24   27   20   29   24   30   29   21  4.732680 0.785728 SUCCESS 128
111011000   29   31   29   17   22   23   13   32 14.238710 0.075752 SUCCESS 129
111011010   23   33   17   30   25   14   15   25 15.219764 0.055011 SUCCESS 130
111011100   23   21   18   22   23   25   27   22  3.179013 0.922626 SUCCESS 131
111100000   19   25   34   25   29   15   22   21 10.543538 0.228928 SUCCESS 132
111100010   24   18   18   31   23   25   26   20  6.348572 0.608248 SUCCESS 133
111100100   34   26   18   21   25   34   28   28 11.258477 0.187479 SUCCESS 134
111100110   29   23   31   25   25   27   20   25  3.978685 0.859041 SUCCESS 135
111101000   26   26   28   23   29   24   26   28  2.411779 0.965718 SUCCESS 136
111101010   28   25   34   22   28   24   28   28  6.369756 0.605888 SUCCESS 137
111101100   27   14   24   32   20   17   21   23 11.033403 0.199814 SUCCESS 138
111101110   16   20   21   30   16   24   31   24 10.474693 0.233275 SUCCESS 139
111110000   21   24   30   24   26   23   28   21  3.062505 0.930374 SUCCESS 140
111110010   30   27   22   25   28   32   27   25  5.174882 0.738731 SUCCESS 141
111110100   23   25   31   26   30   29   27   29  5.463505 0.707080 SUCCESS 142
111110110   23   19   27   35   18   18   25   26  9.959010 0.267915 SUCCESS 143
111111000   22   17   34   29   26   20   23   30  9.706134 0.286260 SUCCESS 144
111111010   22   24   30   30   33   30   30   39 17.735287 0.023301 SUCCESS 145
111111100   19   20   27   28   25   21   26   24  3.510665 0.898360 SUCCESS 146
111111110   21   20   24   29   20   18   29   30  6.993341 0.537351 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   23   24   27   30   26   25   27   24  2.123155 0.977002 SUCCESS   0
000000011   27   21   29   24   33   20   26   27  6.029498 0.643928 SUCCESS   1
000000101   27   28   20   24   25   23   25   32  4.224279 0.836342 SUCCESS   2
000000111   25   25   24   21   25   27   27   28  1.665065 0.989616 SUCCESS   3
000001001   32   27   28   38   30   22   21   18 14.919225 0.060735 SUCCESS   4
000001011   23   29   30   23   28   24   17   23  5.350307 0.719562 SUCCESS   5
000001101   29   20   35   18   22   31   22   27 10.833486 0.211314 SUCCESS   6
000001111   19   33   22   23   23   29   17   30  9.324172 0.315692 SUCCESS   7
000010001   20   36   37   22   24   21   27   24 14.283062 0.074679 SUCCESS   8
000010011   29   26   28   39   30   22   19   18 15.130396 0.056659 SUCCESS   9
000010101   16   24   18   21   26   28   27   26  6.272445 0.616743 SUCCESS  10
000010111   30   33   25   20   29   24   24   22  6.453165 0.596607 SUCCESS  11
000011001   20   28   33   29   26   25   16   28  9.062690 0.337035 SUCCESS  12
000011011   27   20   22   18   26   19   27   33  7.849281 0.448330 SUCCESS  13
000011101   19   19   32   22   24   30   27   20  7.603686 0.473108 SUCCESS  14
000011111   30   27   20   21   22   29   18   24  5.807073 0.668832 SUCCESS  15
000100011   17   25   37   22   21   20   19   16 14.837801 0.062377 SUCCESS  16
000100101   31   21   23   34   28   19   22   25  8.367611 0.398409 SUCCESS  17
000100111   28   19   28   33   32   29   28   31 11.209490 0.190109 SUCCESS  18
000101001   20   28   25   20   20   18   21   28  5.797143 0.669943 SUCCESS  19
000101011   25   26   19   24   21   27   26   25  2.265481 0.971772 SUCCESS  20
000101101   23   28   25   20   33   27   26   18  6.731859 0.565820 SUCCESS  21
000101111   20   32   27   28   28   22   27   22  5.427759 0.711030 SUCCESS  22
000110011   20   17   31   28   26   23   22   14 10.550820 0.228471 SUCCESS  23
000110101   23   20   29   25   26   31   27   24  4.063418 0.851357 SUCCESS  24
000110111   21   20   24   21   26   21   30   26  3.840993 0.871177 SUCCESS  25
000111001   30   26   23   21   33   29   26   13 11.655003 0.167273 SUCCESS  26
000111011   21   22   30   20   21   27   30   20  5.807073 0.668832 SUCCESS  27
000111101   25   26   22   19   25   23   16   28  5.238432 0.731815 SUCCESS  28
000111111   30   41   22   21   23   29   21   29 16.105493 0.040895 SUCCESS  29
001000011   24   20   31   19   28   21   34   28  9.401623 0.309556 SUCCESS  30
001000101   25   41   23   26   24   24   30   24 13.233162 0.104075 SUCCESS  31
001000111   23   28   20   18   25   24   21   19  4.932598 0.764755 SUCCESS  32
001001011   28   17   19   34   27   23   28   21  9.417511 0.308308 SUCCESS  33
001001101   22   37   30   26   28   22   16   17 14.510121 0.069401 SUCCESS  34
001001111   25   30   34   36   28   26   23   26 11.802624 0.160230 SUCCESS  35
001010011   26   29   28   29   17   28   26   28  5.979188 0.649563 SUCCESS  36
001010101   28   19   19   19   14   20   22   27 10.184745 0.252298 SUCCESS  37
001010111   31   21   17   25   26   29   27   18  7.697025 0.463611 SUCCESS  38
001011011   24   29   20   22   34   24   25   15  9.637288 0.291412 SUCCESS  39
001011101   31   23   27   25   24   25   25   25  2.284016 0.971043 SUCCESS  40
001011111   20   27   23   32   23   27   26   25  4.130940 0.845120 SUCCESS  41
001100101   26   25   33   29   14   21   20   27 10.332367 0.242469 SUCCESS  42
001100111   24   18   29   23   23   33   23   25  6.036780 0.643112 SUCCESS  43
001101011   30   24   26   30   21   31   23   19  6.427348 0.599477 SUCCESS  44
001101101   21   22   28   25   24   14   31   20  8.551641 0.381517 SUCCESS  45
001101111   22   25   29   17   24   20   27   34  8.494049 0.386755 SUCCESS  46
001110101   18   21   23   26   24   23   25   24  2.526963 0.960462 SUCCESS  47
001110111   26   23   27   16   23   25   23   19  4.882287 0.770080 SUCCESS  48
001111011   21   24   19   21   23   25   17   34  8.543035 0.382297 SUCCESS  49
001111101   24   24   17   21   19   26   16   32  9.601541 0.294113 SUCCESS  50
001111111   31   35   20   23   26   25   20   18 10.188717 0.252030 SUCCESS  51
010000011   24   30   26   29   16   30   22   21  7.392515 0.494935 SUCCESS  52
010000111   26   16   26   10   33   28   31   27 17.806119 0.022728 SUCCESS  53
010001011   30   37   27   26   23   19   35   26 14.640531 0.066524 SUCCESS  54
010001111   21   23   24   16   20   29   17   26  7.711589 0.462138 SUCCESS  55
010010011   25   40   32   26   31   20   24   23 15.640121 0.047830 SUCCESS  56
010010111   24   21   16   31   28   25   23   19  7.213118 0.513823 SUCCESS  57
010011011   24   32   31   28   27   22   22   32  8.073030 0.426369 SUCCESS  58
010011111   26   33   26   28   23   27   25   30  5.615761 0.690184 SUCCESS  59
010100011   21   15   25   27   29   24   26   24  5.552873 0.697175 SUCCESS  60
010100111   30   27   26   21   23   27   28   32  5.581338 0.694013 SUCCESS  61
010101011   22   21   27   21   13   22   22   21  7.990282 0.434420 SUCCESS  62
010101111   24   19   18   30   19   27   31   25  7.688420 0.464483 SUCCESS  63
010110011   28   16   21   22   19   21   26   23  6.186387 0.626363 SUCCESS  64
010110111   14   28   17   23   27   25   21   31 10.170182 0.253284 SUCCESS  65
010111011   24   22   26   26   25   28   32   24  3.487496 0.900158 SUCCESS  66
010111111   29   28   22   25   26   30   18   26  4.986880 0.758977 SUCCESS  67
011000111   21   24   16   26   22   24   29   26  4.849188 0.773567 SUCCESS  68
011001111   30   22   23   23   16   27   23   21  5.585972 0.693498 SUCCESS  69
011010111   32   27   25   29   23   33   26   21  7.462684 0.487631 SUCCESS  70
011011111   18   27   19   18   26   19   26   36 12.144868 0.144856 SUCCESS  71
011101111   27   23   25   24   20   28   26   16  4.857794 0.772662 SUCCESS  72
011111111   26   42   24   28   27   24   21   20 15.393202 0.051936 SUCCESS  73
100000000   23   24   27   30   26   25   27   24  2.123155 0.977002 SUCCESS  74
100010000   25   21   26   24   36   32   22   26  9.122930 0.332032 SUCCESS  75
100100000   26   24   29   25   21   29   10   23 11.280322 0.186316 SUCCESS  76
100101000   28   22   32   29   15   20   31   27 10.833486 0.211314 SUCCESS  77
100110000   26   15   16   29   21   25   24   23  8.330540 0.401866 SUCCESS  78
100111000   26   33   32   27   42   15   26   24 22.961617 0.003414 FAILURE  79
101000000   19   28   29   16   24   28   17   24  8.551641 0.381517 SUCCESS  80
101000100   20   22   23   31   26   25   15   21  7.348162 0.499576 SUCCESS  81
101001000   28   29   26   24   22   29   22   24  2.953278 0.937255 SUCCESS  82
101001100   20   19   25   25   23   34   24   24  6.087090 0.637477 SUCCESS  83
101010000   30   35   23   21   20   26   23   20  8.494049 0.386755 SUCCESS  84
101010100   34   25   24   16   22   15   29   24 11.805934 0.160075 SUCCESS  85
101011000   21   13   21   28   18   24   25   18 10.523679 0.230175 SUCCESS  86
101011100   26   26   19   22   23   30   20   27  4.214350 0.837285 SUCCESS  87
101100000   26   24   34   22   25   25   24   20  5.121924 0.744469 SUCCESS  88
101100100   28   23   22   19   25   25   28   32  5.139135 0.742607 SUCCESS  89
101101000   18   27   21   19   23   24   27   19  5.356265 0.718907 SUCCESS  90
101101100   32   37   25   14   19   18   20   19 18.795779 0.015991 SUCCESS  91
101110000   24   27   24   27   24   25   26   26  0.826337 0.999125 SUCCESS  92
101110100   31   25   29   23   19   28   23   20  5.528379 0.699894 SUCCESS  93
101111000   29   26   36   33   27   25   36   29 16.744303 0.032885 SUCCESS  94
101111100   16   17   19   27   15   21   34   16 17.954402 0.021571 SUCCESS  95
110000000   32   20   26   25   30   17   33   22 10.418424 0.236877 SUCCESS  96
110000010   23   26   31   30   25   26   27   24  3.784725 0.876005 SUCCESS  97
110000100   22   28   25   29   25   16   24   26  4.824695 0.776138 SUCCESS  98
110001000   20   22   25   20   33   24   29   19  7.171413 0.518257 SUCCESS  99
110001010   26   19   21   27   26   26   25   30  3.681456 0.884660 SUCCESS 100
110010000   21   18   27   22   20   18   15   23  9.133521 0.331158 SUCCESS 101
110010010   20   23   24   22   25   25   27   28  2.019887 0.980396 SUCCESS 102
110010100   24   26   29   31   11   27   28   26 11.409408 0.179563 SUCCESS 103
110011000   25   20   16   36   23   24   21   21 10.593849 0.225791 SUCCESS 104
110011010   28   30   21   22   25   29   20   22  4.587706 0.800596 SUCCESS 105
110100000   22   30   28   19   25   28   26   20  4.850512 0.773428 SUCCESS 106
110100010   18   21   21   30   26   22   18   21  6.618660 0.578278 SUCCESS 107
110100100   26   30   26   23   27   31   25   17  6.097020 0.636365 SUCCESS 108
110101000   21   27   25   23   25   27   20   16  4.984232 0.759260 SUCCESS 109
110101010   28   27   32   18   21   17   29   18 10.458805 0.234288 SUCCESS 110
110101100   23   16   21   25   19   20   20   14 11.030756 0.199963 SUCCESS 111
